;Total Volume
5;179083.03
6;238990.38
7;223564.41
8;229530.31
9;199222.68
10;217581.17
11;222606.79
12;187692.67
13;222849.89
14;216519.33
15;238903.72
16;301641.21
17;253577.94
18;277977.73
19;241120.74
20;234070.7
21;243248.66
22;232204.85
23;246513.23
24;247167.15
25;275670.52
26;255921.9
27;264236.38
28;286814.82
29;259977.16
30;262288.53
31;267022.77
32;264908.94
33;267655.62
34;335464.54
35;259623.56
36;255436.55
37;274985.46
38;245491.91
39;238992.24
40;244658.35
41;252527.34
42;198900.07
43;216841.43
44;258728.48
45;230632.14
46;222483.88
47;344288.82
48;233277.19
49;204504.99
50;205760.67
51;221086.46
0;161577.6
1;158870.28
2;174380.77
3;176731.22
4;140939.78
5;148242.89
6;198934.23
7;202831.97
8;212854.47
9;180316.1
10;217221.23
11;192231.47
12;200821.29
13;203675.17
14;195742.46
15;229220.66
16;252853.41
17;213120.84
18;232074.44
19;222696.44
20;216580.39
21;235505.63
22;222882.86
23;225259.93
24;234568.8
25;287571.95
26;236210.73
27;264922.77
28;289290.98
29;248646.25
30;270601.09
31;280240.7
32;262509.58
33;263027.68
34;292744.22
35;235546.11
36;231641.21
37;213032.44
38;222122.63
39;205954.04
40;213086.98
41;210124.43
42;177541.37
43;194798.39
44;225830.42
45;207249.74
46;212887.85
47;308461.1
48;194086.08
49;179038.39
50;194460.59
51;182697.97
0;98584.92
1;88183.03
2;99886.07
3;99519.99
4;73733.96
5;83963.95
6;109928.84
7;114124.6
8;116798.97
9;110896.48
10;117516.57
11;118009.81
12;114487.07
13;109274.98
14;125682.96
15;147617.68
16;131197.71
17;114054.04
18;115608.44
19;113815.5
20;116317.58
21;122568.69
22;118455.23
23;124246.77
24;128054.41
25;147749.25
26;131276.21
27;135895.47
28;147633.83
29;139464.87
30;133856.19
31;142274.01
32;135281.35
33;141860.18
34;147690.42
35;137885.58
36;144665.27
37;129698.87
38;121569.73
39;117662.32
40;126535.83
41;119124.45
42;111702.58
43;110991.01
44;127855.51
45;136950.98
46;145648.4
47;168217.72
48;123070.18
49;112106.05
50;113235.82
51;109215.0
0;403741.62
1;385518.03
2;376689.94
3;318280.23
4;347406.9
5;354986.48
6;414161.47
7;357132.53
8;532467.38
9;343757.21
10;326458.27
11;355472.28
12;377192.1
13;350982.2
14;353231.58
15;384192.52
16;466705.75
17;377229.13
18;405274.71
19;401708.33
20;414823.74
21;404664.32
22;395471.89
23;404604.85
24;411928.38
25;550810.62
26;423984.04
27;422723.91
28;431791.38
29;435087.17
30;435723.85
31;403793.79
32;397215.12
33;437822.76
34;662034.34
35;366719.82
36;415841.32
37;382583.75
38;404333.75
39;391178.81
40;424708.39
41;380761.14
42;415147.69
43;452845.47
44;405013.16
45;381041.74
46;432572.45
47;771974.9
48;360027.65
49;367047.36
50;429492.28
51;430138.88
0;439968.4
1;420476.44
2;462548.3
3;565516.62
4;385289.59
5;385300.75
6;501838.1
7;492385.15
8;468472.81
9;408336.19
10;447663.17
11;492276.73
12;404301.76
13;491990.83
14;448488.04
15;464305.03
16;502677.35
17;490268.77
18;459471.05
19;514202.63
20;630941.71
21;500999.15
22;495344.27
23;462526.0
24;490312.63
25;587740.55
26;495309.23
27;594488.41
28;630746.82
29;607468.04
30;569414.76
31;477415.68
32;458191.52
33;594740.3
34;740760.3
35;435990.48
36;488094.98
37;515246.69
38;469883.87
39;450370.85
40;515764.64
41;463106.48
42;504284.16
43;572552.24
44;516149.11
45;486113.55
46;448394.83
47;692276.13
48;406591.11
49;461063.73
50;544667.18
51;461607.33
0;692206.4
1;637091.48
2;616016.46
3;694982.49
4;651638.6
5;709444.22
6;775848.72
7;599884.32
8;869927.27
9;561342.23
10;586073.85
11;564456.6
12;762866.62
13;651697.34
14;578500.76
15;603840.95
16;646810.2
17;649891.92
18;610212.92
19;618237.58
20;603876.9
21;645158.33
22;628331.04
23;633327.17
24;680351.84
25;752191.79
26;646324.68
27;673720.54
28;696873.03
29;758817.08
30;764114.39
31;700411.03
32;701099.41
33;742672.03
34;1310364.67
35;680839.21
36;818816.7
37;729890.28
38;742539.71
39;742583.03
40;841723.81
41;779754.03
42;830775.42
43;1039265.17
44;776336.17
45;696515.27
46;928836.58
47;1352027.64
48;713523.24
49;753746.51
50;916450.76
51;907795.89
0;450185.94
1;404862.32
2;454428.03
3;726504.61
4;373309.53
5;426337.91
6;643402.84
7;490827.32
8;435921.23
9;520698.46
10;484106.11
11;640331.58
12;513268.88
13;467791.95
14;590721.74
15;586503.27
16;459793.66
17;446850.83
18;551498.09
19;497526.51
20;523157.29
21;519887.27
22;436208.03
23;491653.57
24;597860.19
25;582037.07
26;496302.98
27;577605.0
28;615500.43
29;494855.95
30;543908.18
31;577946.53
32;474081.77
33;638696.86
34;687972.03
35;490426.14
36;570030.63
37;396728.35
38;466120.48
39;452743.21
40;514196.67
41;453589.67
42;439846.35
43;613535.33
44;552036.54
45;352335.1
46;488980.65
47;933148.31
48;420124.11
49;463472.52
50;527350.82
51;634522.34
0;251443.08
1;211066.05
2;257166.53
3;233274.4
4;217965.37
5;216767.98
6;224373.12
7;221080.11
8;280886.82
9;223607.39
10;226246.39
11;267962.33
12;267919.95
13;253422.99
14;312177.28
15;269754.97
16;353755.0
17;280699.74
18;310381.51
19;320750.54
20;353930.82
21;309611.87
22;327629.87
23;379505.99
24;320934.33
25;406711.2
26;340424.79
27;392755.13
28;339919.17
29;378845.21
30;322891.36
31;407499.97
32;346700.41
33;329845.26
34;457411.45
35;319659.25
36;322940.72
37;356627.38
38;311646.73
39;284839.51
40;366680.0
41;297855.71
42;289679.91
43;337576.71
44;332918.7
45;278514.05
46;282822.72
47;469684.32
48;311348.31
49;276205.95
50;279706.73
51;309024.22
0;4831664.77
1;4565207.85
2;4869309.42
3;4938526.47
4;3969578.89
5;4347510.51
6;4943687.09
7;4864814.01
8;5072550.94
9;4912068.04
10;4687705.56
11;5236047.86
12;5201535.32
13;4987381.36
14;5211738.31
15;5761848.67
16;5979528.24
17;5200252.65
18;5235579.44
19;5409823.02
20;5353393.56
21;5142335.64
22;5822521.79
23;5703940.56
24;5544366.95
25;6380287.71
26;6024103.65
27;6153608.75
28;7281803.61
29;6234006.44
30;6349957.65
31;5903596.18
32;5831782.44
33;6400340.97
34;6558729.33
35;5578980.69
36;5593885.09
37;5930072.71
38;6368728.85
39;5713017.35
40;6008817.9
41;5703759.21
42;5864999.81
43;5314431.93
44;5208272.73
45;5204971.91
46;5900232.15
47;6934356.31
48;5142259.93
49;5322625.57
50;5409726.02
51;5144267.01
0;3024956.05
1;2206305.07
2;3042588.2
3;2205550.58
4;2615828.04
5;2667551.84
6;2242688.2
7;2197763.7
8;3227049.19
9;2211716.76
10;2274638.59
11;3179824.67
12;3259659.28
13;2314057.46
14;3496412.09
15;2486654.71
16;3750714.49
17;2544630.5
18;2580705.47
19;2766391.11
20;3804851.11
21;2674633.13
22;2742949.66
23;3810950.39
24;2748745.96
25;4295280.16
26;3026048.11
27;4019384.71
28;3021825.81
29;4003121.77
30;2884507.74
31;4298514.96
32;2936173.63
33;2963777.8
34;4986270.76
35;3011225.49
36;2857156.51
37;3781504.91
38;3140456.17
39;2558925.23
40;3867453.83
41;2602341.55
42;2642581.73
43;3633174.13
44;2796195.76
45;2558563.78
46;2573973.63
47;4924049.79
48;2778000.82
49;2595783.66
50;2433295.61
51;3204112.16
0;67099.38
1;61555.62
2;67431.18
3;100233.67
4;51432.09
5;56013.43
6;84398.93
7;63821.22
8;60151.68
9;66852.57
10;60732.92
11;88580.07
12;77514.75
13;63902.9
14;79503.08
15;78771.3
16;67101.52
17;61176.91
18;84333.73
19;72392.09
20;70351.29
21;74839.74
22;71150.24
23;77305.34
24;86318.9
25;91195.99
26;81276.47
27;84739.31
28;88579.12
29;79733.85
30;82469.7
31;92664.44
32;77996.78
33;95615.23
34;108051.54
35;80443.94
36;91379.33
37;64529.74
38;73681.06
39;74999.31
40;74725.33
41;71766.04
42;69848.58
43;88304.41
44;85295.41
45;57869.58
46;74139.25
47;135656.36
48;64116.71
49;69600.14
50;70697.07
51;84612.39
0;152121.37
1;135427.66
2;166083.52
3;147544.08
4;129475.25
5;134989.16
6;160185.59
7;148030.6
8;152077.32
9;151268.28
10;143944.11
11;159011.26
12;151219.39
13;175958.11
14;165255.03
15;200117.98
16;180705.59
17;164716.78
18;202861.68
19;290906.05
20;200794.99
21;184501.15
22;216993.01
23;204464.92
24;233579.7
25;224901.96
26;217234.17
27;198137.18
28;203247.31
29;194667.64
30;247195.62
31;236189.46
32;186936.02
33;218562.94
34;275080.92
35;178200.42
36;184979.95
37;214125.11
38;159461.64
39;198395.76
40;163325.4
41;157799.23
42;147525.59
43;179277.41
44;156112.67
45;169118.65
46;214718.99
47;308371.9
48;176820.49
49;170590.85
50;164917.61
51;198735.26
0;42344.22
1;39365.15
2;50384.57
3;50632.73
4;35852.68
5;39100.45
6;51725.93
7;55560.09
8;55095.62
9;48971.6
10;48655.18
11;45170.5
12;41904.06
13;54194.93
14;37045.75
15;43060.6
16;48358.73
17;53699.67
18;42933.81
19;44245.45
20;51094.98
21;41000.44
22;59947.27
23;59427.83
24;75144.87
25;68922.42
26;63938.81
27;60370.27
28;65184.56
29;69776.51
30;64839.58
31;61584.26
32;69649.85
33;78708.38
34;50591.38
35;48811.05
36;52800.83
37;46828.88
38;50015.81
39;52419.71
40;48180.98
41;42078.58
42;46199.2
43;47890.09
44;42662.65
45;38750.74
46;51557.01
47;57424.15
48;44517.84
49;40391.55
50;42017.49
51;41143.51
0;376187.98
1;238950.84
2;365643.92
3;227131.21
4;330060.95
5;311784.91
6;236178.67
7;228585.31
8;391514.43
9;234023.9
10;256610.0
11;402228.35
12;413839.96
13;252128.43
14;432962.29
15;257374.81
16;436528.94
17;262575.33
18;264170.2
19;283647.52
20;427229.44
21;274423.66
22;265367.52
23;421574.42
24;289138.36
25;482088.56
26;325434.49
27;438581.5
28;294964.3
29;433152.31
30;273609.96
31;460041.38
32;275260.08
33;287068.69
34;558113.22
35;304135.67
36;280464.73
37;425033.14
38;354134.22
39;254520.54
40;440106.92
41;257172.84
42;259317.73
43;373461.94
44;268415.49
45;242478.65
46;236434.37
47;562242.53
48;260471.23
49;228920.62
50;235231.08
51;339909.13
0;27297983.67
1;25083647.17
2;28041335.38
3;28800396.57
4;22617999.38
5;25114228.11
6;28597756.27
7;28485715.97
8;31047484.27
9;26240072.11
10;29375123.6
11;29216198.15
12;28243505.52
13;27753508.14
14;29569086.56
15;31245835.65
16;33526480.08
17;29761638.48
18;29699845.61
19;31936856.18
20;33254911.87
21;30358467.88
22;30652211.08
23;32324647.66
24;31660031.68
25;37943670.34
26;32408705.7
27;35734613.9
28;37026085.75
29;36549995.66
30;33720159.09
31;35344183.15
32;32027686.15
33;36400886.58
34;41291704.39
35;30894157.8
36;33091256.26
37;32046401.64
38;31500669.44
39;29982648.43
40;32513550.51
41;29572225.71
42;30094698.85
43;32994014.16
44;29936729.76
45;28012520.93
46;32137333.01
47;44655461.51
48;28470310.84
49;29043458.85
50;29063542.75
51;31324277.73
0;5291979.63
1;4737649.03
2;4899439.92
3;6202513.84
4;3719603.21
5;4481990.34
6;5972493.77
7;5094837.54
8;5024858.14
9;4945835.54
10;5413532.64
11;5534450.99
12;4895485.63
13;4792868.29
14;5596091.03
15;5811260.29
16;5900751.95
17;5138256.91
18;5197578.46
19;5718139.41
20;5531488.2
21;5451040.76
22;5126588.84
23;5525298.95
24;5791508.96
25;6749081.2
26;5617752.22
27;6478952.08
28;6760001.68
29;6669221.29
30;5874982.36
31;6139159.81
32;5338992.15
33;6323724.8
34;6937095.53
35;6013312.36
36;6612422.28
37;5609471.36
38;5929718.67
39;5719898.26
40;5368331.44
41;5572582.45
42;5382693.51
43;5840742.83
44;5939402.98
45;5026688.71
46;5949846.14
47;8362504.08
48;5461313.9
49;5475363.01
50;5333097.71
51;5794410.58
0;776404.39
1;649885.76
2;646041.56
3;623231.77
4;519028.45
5;615077.36
6;732695.38
7;661405.9
8;592115.57
9;635873.6
10;681501.3
11;638486.47
12;649050.15
13;714977.26
14;746249.98
15;829727.75
16;790420.66
17;750669.14
18;740213.87
19;815638.81
20;885883.92
21;795371.51
22;777883.03
23;803340.22
24;754672.44
25;913360.72
26;941135.5
27;948942.53
28;1035973.14
29;1053997.99
30;887045.15
31;914966.82
32;942310.32
33;1019160.83
34;967144.19
35;899632.66
36;961001.34
37;840314.58
38;938880.6
39;908323.3
40;752576.08
41;827795.25
42;805731.03
43;723488.95
44;681409.59
45;743066.25
46;811664.36
47;916367.42
48;720800.61
49;729795.72
50;584896.99
51;758118.95
0;73341.73
1;68938.53
2;71777.85
3;113031.96
4;58171.89
5;70089.51
6;63608.01
7;57178.2
8;58375.1
9;92080.35
10;69060.9
11;101087.84
12;75480.26
13;96853.15
14;79513.63
15;81473.15
16;95456.26
17;145323.22
18;94882.79
19;110528.09
20;99683.11
21;125586.57
22;98321.14
23;89228.02
24;131630.13
25;115907.61
26;133086.66
27;112817.51
28;111394.5
29;115857.12
30;127812.25
31;98863.64
32;96924.19
33;120194.49
34;173781.78
35;102490.2
36;86433.63
37;70253.3
38;81694.23
39;92529.27
40;110401.88
41;108264.9
42;90633.66
43;87822.43
44;99817.47
45;98008.16
46;169614.01
47;102038.32
48;96089.13
49;119972.41
50;79121.77
51;149038.15
0;502787.29
1;463483.07
2;422026.71
3;475815.02
4;372144.31
5;448936.04
6;408260.87
7;393826.35
8;408314.87
9;422281.05
10;459564.78
11;452109.18
12;440044.4
13;435756.8
14;527700.95
15;597759.18
16;614657.03
17;539642.66
18;549139.07
19;666493.32
20;508354.34
21;537633.39
22;495686.56
23;474063.61
24;560865.26
25;789398.22
26;606856.8
27;692767.07
28;608386.28
29;691201.38
30;691344.07
31;585351.77
32;755306.53
33;643699.77
34;735635.49
35;654018.81
36;512348.02
37;590001.82
38;423485.95
39;458635.34
40;496190.99
41;588656.86
42;458837.18
43;555470.58
44;417205.77
45;481484.29
46;722211.0
47;437490.64
48;528776.51
49;445089.93
50;558348.8
51;449263.47
0;550947.61
1;691008.74
2;599161.08
3;566956.23
4;539924.84
5;566160.06
6;559978.64
7;537945.82
8;522546.62
9;584275.61
10;638848.04
11;676188.97
12;672759.7
13;678671.71
14;732424.67
15;885728.19
16;762218.08
17;732545.7
18;727279.79
19;742291.98
20;746493.74
21;698627.62
22;719104.08
23;730875.32
24;831187.91
25;844337.61
26;830072.5
27;850692.3
28;850862.92
29;860858.18
30;890196.73
31;837573.29
32;901689.79
33;1103888.28
34;929492.14
35;915500.04
36;841839.93
37;789348.02
38;770876.88
39;781627.98
40;880238.91
41;845574.79
42;819706.7
43;888570.06
44;739486.27
45;905144.72
46;966321.0
47;748107.09
48;1022653.39
49;836225.86
50;780979.13
51;816760.46
0;71168.92
1;64421.58
2;98346.8
3;72471.63
4;51941.45
5;62526.51
6;67212.14
7;59587.14
8;59788.57
9;70652.14
10;77804.54
11;84234.53
12;106259.51
13;87557.13
14;82377.77
15;89822.98
16;79683.06
17;78599.85
18;84013.04
19;88787.27
20;70711.46
21;69620.36
22;65580.47
23;69052.66
24;132511.44
25;136377.55
26;127961.84
27;129020.17
28;68721.61
29;95948.06
30;82549.14
31;75996.51
32;95143.57
33;106409.67
34;82585.83
35;79562.45
36;109590.28
37;86897.72
38;97650.29
39;101267.73
40;83080.73
41;100144.93
42;97421.21
43;89981.54
44;93951.14
45;78070.34
46;123715.17
47;83755.38
48;58434.39
49;92385.23
50;89880.9
51;106106.95
0;447600.75
1;579577.33
2;510800.58
3;473428.36
4;391257.01
5;475677.35
6;397601.1
7;366175.49
8;376500.91
9;439551.69
10;453605.17
11;468135.46
12;459163.77
13;483057.37
14;489600.6
15;672672.86
16;541671.24
17;582023.28
18;586072.78
19;602605.29
20;525387.25
21;508949.6
22;509094.85
23;488508.05
24;549815.44
25;585484.69
26;626972.88
27;649660.14
28;632855.52
29;634989.55
30;673496.13
31;665086.17
32;709563.16
33;924194.42
34;716003.18
35;626895.08
36;617179.71
37;652546.84
38;559718.46
39;639420.34
40;645235.38
41;651211.44
42;600639.74
43;652943.0
44;553709.44
45;751656.56
46;678810.37
47;651616.91
48;670376.77
49;665217.66
50;536674.53
51;610622.03
0;103035.45
1;85340.08
2;89037.86
3;72203.16
4;73261.05
5;78675.66
6;87366.58
7;81691.65
8;71163.53
9;110744.71
10;131180.81
11;135059.42
12;132143.53
13;134327.1
14;122908.68
15;124095.82
16;95473.7
17;114645.7
18;119865.41
19;114328.4
20;104314.72
21;108088.47
22;104126.3
23;141880.95
24;183741.31
25;180609.07
26;160806.44
27;169756.02
28;182471.54
29;173445.42
30;147423.25
31;168251.29
32;164790.54
33;201142.55
34;171441.29
35;171142.36
36;169355.39
37;152123.92
38;154802.0
39;149462.64
40;140364.11
41;163501.31
42;141228.53
43;154057.74
44;126537.43
45;137984.28
46;177910.41
47;164453.65
48;147469.99
49;132286.31
50;134522.52
51;130620.57
0;5414937.46
1;4922621.54
2;5526646.12
3;5062952.53
4;4185900.67
5;4253815.59
6;3848128.2
7;3395058.42
8;3139833.5
9;3899040.66
10;4878037.64
11;5375978.5
12;5652496.31
13;6075588.68
14;5471565.28
15;6059764.51
16;6681646.14
17;6696300.05
18;6308000.34
19;6538335.89
20;6144827.51
21;5947160.29
22;6104047.38
23;6200613.68
24;6721690.88
25;7087455.16
26;6407277.49
27;6528056.18
28;6506234.86
29;7365675.31
30;6700986.44
31;6501981.08
32;6068872.71
33;7808461.74
34;7661483.37
35;6933382.4
36;6397813.48
37;6509000.56
38;6060843.76
39;6603707.93
40;6476206.54
41;6017563.88
42;6429870.23
43;6588277.7
44;6374019.03
45;6807283.15
46;10361698.17
47;6506673.96
48;6246380.73
49;6000013.23
50;6303406.82
51;7730431.28
0;155793.03
1;144634.01
2;145815.04
3;154742.81
4;131453.85
5;135608.11
6;144089.12
7;142095.92
8;142955.49
9;167741.27
10;190846.01
11;178235.75
12;178410.82
13;189131.52
14;182978.3
15;180989.26
16;204963.95
17;187984.8
18;193592.65
19;195250.96
20;196381.45
21;187969.31
22;193909.36
23;196466.9
24;233262.16
25;233543.59
26;200520.74
27;238720.78
28;209095.62
29;209797.27
30;235009.02
31;203492.89
32;215807.01
33;253622.75
34;249786.11
35;217385.39
36;212440.76
37;210587.77
38;192341.67
39;189944.6
40;205367.45
41;236131.07
42;208506.12
43;215161.41
44;193132.2
45;204110.86
46;325941.39
47;214135.89
48;207961.33
49;206778.29
50;196216.36
51;203961.88
0;616653.72
1;631117.18
2;734954.21
3;624751.15
4;581638.75
5;694873.06
6;436710.91
7;376476.71
8;375213.57
9;431274.2
10;523682.5
11;515146.04
12;509215.79
13;553863.82
14;600389.56
15;635036.01
16;670453.42
17;621715.78
18;628099.41
19;626086.69
20;644670.46
21;614939.39
22;658913.69
23;717279.19
24;712080.66
25;974278.32
26;860170.92
